age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
60,M,199,87,Moderate,1868,2895,2895,217,80,326
26,M,195,57,Moderate,1640,2542,2542,191,71,286
72,M,168,105,Sedentary,1893,2272,2272,170,63,256
34,M,154,76,Light,1653,2273,2273,170,63,256
30,M,189,103,Light,2205,3032,3032,227,84,341
61,M,189,81,Sedentary,1734,2081,2081,156,58,234
79,M,151,102,Very Active,1731,3289,3289,247,91,370
50,M,156,69,Moderate,1478,2291,2291,172,64,258
49,M,193,62,Very Active,1567,2977,2977,223,83,335
70,F,159,67,Moderate,1257,1948,1948,146,54,219
67,M,165,96,Moderate,1786,2768,2768,208,77,311
52,F,159,94,Active,1584,2732,2732,205,76,307
30,M,199,65,Light,1744,2398,2398,180,67,270
57,M,176,106,Moderate,2029,3145,3145,236,87,354
46,F,162,80,Sedentary,1490,1788,1788,134,50,201
25,M,178,47,Sedentary,1430,1716,1716,129,48,193
72,M,195,102,Very Active,1982,3766,3766,282,105,424
64,F,175,119,Very Active,1813,3445,3445,258,96,388
47,F,165,111,Very Active,1782,3386,3386,254,94,381
76,M,195,93,Sedentary,1839,2207,2207,166,61,248
78,M,157,115,Very Active,1940,3686,3686,276,102,415
74,M,199,78,Active,1668,2877,2877,216,80,324
18,M,171,100,Sedentary,2147,2576,2576,193,72,290
76,F,154,89,Moderate,1419,2199,2199,165,61,247
57,F,167,102,Moderate,1661,2575,2575,193,72,290
42,M,158,98,Light,1921,2641,2641,198,73,297
46,F,167,67,Sedentary,1385,1662,1662,125,46,187
51,F,151,69,Moderate,1333,2066,2066,155,57,232
40,F,185,71,Moderate,1504,2331,2331,175,65,262
26,F,174,57,Sedentary,1401,1681,1681,126,47,189
25,F,177,62,Moderate,1461,2265,2265,170,63,255
77,M,177,91,Very Active,1720,3268,3268,245,91,368
30,F,174,117,Sedentary,1939,2327,2327,175,65,262
66,M,187,46,Very Active,1227,2331,2331,175,65,262
58,M,197,63,Active,1549,2672,2672,200,74,301
51,M,192,111,Active,2207,3807,3807,286,106,428
25,M,180,84,Moderate,1936,3001,3001,225,83,338
21,M,170,87,Sedentary,1951,2341,2341,176,65,263
27,M,175,105,Light,2182,3000,3000,225,83,338
49,M,187,97,Light,2007,2760,2760,207,77,310
29,F,166,47,Active,1271,2192,2192,164,61,247
72,M,195,83,Active,1727,2979,2979,223,83,335
55,F,172,62,Sedentary,1316,1579,1579,118,44,178
47,M,177,52,Moderate,1368,2120,2120,159,59,238
75,F,173,53,Very Active,1149,2183,2183,164,61,246
47,M,157,111,Active,2062,3557,3557,267,99,400
28,F,185,103,Very Active,1852,3519,3519,264,98,396
40,M,154,69,Moderate,1525,2364,2364,177,66,266
62,F,187,103,Moderate,1711,2652,2652,199,74,298
73,M,171,67,Light,1392,1914,1914,144,53,215
29,M,181,119,Moderate,2387,3700,3700,278,103,416
52,F,199,65,Very Active,1440,2736,2736,205,76,308
32,F,191,63,Sedentary,1483,1780,1780,134,49,200
78,M,172,105,Very Active,1878,3568,3568,268,99,401
74,M,161,107,Sedentary,1874,2249,2249,169,62,253
59,M,194,59,Active,1475,2544,2544,191,71,286
40,F,175,111,Active,1843,3179,3179,238,88,358
51,M,150,88,Active,1698,2929,2929,220,81,330
59,M,160,71,Very Active,1472,2797,2797,210,78,315
37,F,195,83,Light,1659,2281,2281,171,63,257
62,M,197,55,Moderate,1419,2199,2199,165,61,247
40,F,198,107,Moderate,1877,2909,2909,218,81,327
64,F,157,61,Moderate,1221,1893,1893,142,53,213
44,M,192,97,Moderate,2059,3191,3191,239,89,359
45,M,168,107,Light,2073,2850,2850,214,79,321
65,F,169,85,Sedentary,1476,1771,1771,133,49,199
38,F,166,107,Active,1787,3083,3083,231,86,347
55,F,164,75,Active,1411,2434,2434,183,68,274
67,F,179,112,Light,1748,2404,2404,180,67,270
36,M,155,64,Light,1485,2042,2042,153,57,230
58,F,155,105,Very Active,1648,3131,3131,235,87,352
20,F,162,93,Light,1723,2369,2369,178,66,267
49,F,163,66,Moderate,1351,2094,2094,157,58,236
76,M,187,104,Active,1948,3360,3360,252,93,378
29,F,194,110,Moderate,1940,3007,3007,226,84,338
20,M,183,76,Very Active,1871,3555,3555,267,99,400
77,F,167,97,Active,1529,2638,2638,198,73,297
44,M,177,54,Moderate,1411,2187,2187,164,61,246
34,F,178,93,Active,1712,2953,2953,221,82,332
36,F,194,91,Very Active,1734,3295,3295,247,92,371
66,M,200,48,Active,1317,2272,2272,170,63,256
58,M,186,118,Very Active,2233,4243,4243,318,118,477
78,M,177,70,Light,1433,1970,1970,148,55,222
71,M,199,73,Sedentary,1618,1942,1942,146,54,218
18,M,199,45,Active,1544,2663,2663,200,74,300
54,M,194,82,Sedentary,1811,2173,2173,163,60,244
28,M,170,63,Light,1589,2185,2185,164,61,246
29,F,153,52,Light,1277,1756,1756,132,49,198
26,F,159,91,Light,1669,2295,2295,172,64,258
55,M,184,109,Very Active,2119,4026,4026,302,112,453
63,F,192,104,Very Active,1731,3289,3289,247,91,370
40,M,164,63,Sedentary,1492,1790,1790,134,50,201
60,F,158,97,Light,1574,2164,2164,162,60,243
75,F,151,102,Moderate,1534,2378,2378,178,66,268
60,M,180,49,Light,1268,1744,1744,131,48,196
38,M,179,65,Light,1602,2203,2203,165,61,248
35,F,188,113,Very Active,1923,3654,3654,274,102,411
30,M,158,57,Light,1440,1980,1980,148,55,223
75,M,176,105,Very Active,1914,3637,3637,273,101,409
44,M,161,70,Very Active,1549,2943,2943,221,82,331
69,M,165,63,Moderate,1332,2065,2065,155,57,232
37,F,159,80,Very Active,1520,2888,2888,217,80,325
25,F,194,79,Light,1671,2298,2298,172,64,259
55,F,176,100,Sedentary,1679,2015,2015,151,56,227
50,M,183,52,Moderate,1379,2137,2137,160,59,240
40,F,167,100,Sedentary,1716,2059,2059,154,57,232
32,M,169,114,Active,2245,3873,3873,290,108,436
48,M,175,94,Sedentary,1915,2298,2298,172,64,259
72,F,185,86,Light,1504,2068,2068,155,57,233
58,F,188,55,Very Active,1287,2445,2445,183,68,275
55,M,185,46,Sedentary,1280,1536,1536,115,43,173
53,F,150,102,Light,1626,2236,2236,168,62,252
74,M,161,102,Sedentary,1807,2168,2168,163,60,244
43,M,163,59,Very Active,1417,2692,2692,202,75,303
20,M,195,116,Light,2465,3389,3389,254,94,381
70,M,172,89,Active,1709,2948,2948,221,82,332
68,F,185,59,Moderate,1272,1972,1972,148,55,222
23,M,174,93,Light,2039,2804,2804,210,78,315
61,M,152,54,Moderate,1195,1852,1852,139,51,208
44,F,190,53,Moderate,1336,2071,2071,155,58,233
55,F,191,82,Very Active,1559,2962,2962,222,82,333
31,M,166,82,Sedentary,1808,2170,2170,163,60,244
22,F,162,58,Light,1391,1913,1913,143,53,215
44,F,186,92,Light,1684,2316,2316,174,64,261
65,F,181,78,Light,1448,1991,1991,149,55,224
30,F,185,54,Light,1390,1911,1911,143,53,215
67,F,166,61,Light,1236,1700,1700,128,47,191
58,M,188,101,Sedentary,2014,2417,2417,181,67,272
51,M,152,110,Active,2002,3453,3453,259,96,388
37,F,150,110,Sedentary,1769,2123,2123,159,59,239
78,F,178,100,Sedentary,1586,1903,1903,143,53,214
34,M,186,112,Moderate,2288,3546,3546,266,98,399
18,F,153,92,Sedentary,1694,2033,2033,152,56,229
65,M,158,98,Moderate,1791,2776,2776,208,77,312
20,M,155,69,Moderate,1643,2547,2547,191,71,287
56,M,173,75,Light,1605,2207,2207,166,61,248
57,F,186,102,Moderate,1720,2666,2666,200,74,300
78,M,190,94,Light,1817,2498,2498,187,69,281
73,M,167,81,Very Active,1561,2966,2966,222,82,334
72,F,181,79,Sedentary,1427,1712,1712,128,48,193
80,F,184,50,Moderate,1134,1758,1758,132,49,198
57,F,165,65,Moderate,1313,2035,2035,153,57,229
71,M,161,106,Light,1878,2582,2582,194,72,290
59,F,160,92,Very Active,1539,2924,2924,219,81,329
72,F,168,74,Moderate,1341,2079,2079,156,58,234
29,F,190,88,Moderate,1724,2672,2672,200,74,301
79,M,184,79,Very Active,1581,3004,3004,225,83,338
54,M,183,58,Light,1437,1976,1976,148,55,222
74,M,191,67,Light,1482,2038,2038,153,57,229
68,F,152,60,Very Active,1179,2240,2240,168,62,252
18,M,196,56,Light,1677,2306,2306,173,64,259
35,F,176,88,Moderate,1655,2565,2565,192,71,289
46,F,195,50,Light,1315,1808,1808,136,50,203
52,F,199,105,Light,1810,2489,2489,187,69,280
40,F,174,80,Moderate,1553,2407,2407,181,67,271
55,F,166,79,Moderate,1454,2254,2254,169,63,254
23,F,150,70,Active,1460,2518,2518,189,70,283
57,M,191,104,Light,2075,2853,2853,214,79,321
36,F,177,75,Active,1534,2646,2646,198,74,298
36,M,191,95,Light,2073,2850,2850,214,79,321
51,F,195,69,Very Active,1469,2791,2791,209,78,314
32,M,191,78,Active,1868,3222,3222,242,90,362
59,F,176,65,Light,1338,1840,1840,138,51,207
65,M,199,61,Light,1492,2052,2052,154,57,231
43,F,198,59,Very Active,1420,2698,2698,202,75,304
20,M,151,111,Very Active,2187,4155,4155,312,115,467
79,M,174,84,Moderate,1600,2480,2480,186,69,279
41,F,156,55,Light,1262,1735,1735,130,48,195
74,M,192,85,Very Active,1728,3283,3283,246,91,369
57,F,172,103,Light,1686,2318,2318,174,64,261
27,M,182,102,Light,2175,2991,2991,224,83,336
31,F,161,79,Very Active,1543,2932,2932,220,81,330
80,M,163,59,Active,1207,2082,2082,156,58,234
37,M,197,83,Sedentary,1936,2323,2323,174,65,261
30,M,182,101,Very Active,2145,4076,4076,306,113,459
35,M,193,113,Moderate,2330,3612,3612,271,100,406
56,M,200,118,Sedentary,2311,2773,2773,208,77,312
24,F,161,76,Light,1545,2124,2124,159,59,239
21,M,166,48,Very Active,1409,2677,2677,201,74,301
75,M,195,48,Active,1241,2141,2141,161,59,241
57,F,186,58,Very Active,1313,2495,2495,187,69,281
52,M,185,84,Very Active,1806,3431,3431,257,95,386
46,F,168,97,Very Active,1666,3165,3165,237,88,356
45,F,162,79,Sedentary,1485,1782,1782,134,50,200
79,M,199,112,Sedentary,2095,2514,2514,189,70,283
19,M,156,93,Light,1975,2716,2716,204,75,306
41,F,180,70,Light,1475,2028,2028,152,56,228
71,F,160,73,Very Active,1311,2491,2491,187,69,280
71,M,175,45,Active,1128,1946,1946,146,54,219
55,M,187,95,Light,1946,2676,2676,201,74,301
38,F,170,63,Light,1392,1914,1914,144,53,215
46,M,169,71,Very Active,1589,3019,3019,226,84,340
38,M,164,91,Light,1879,2584,2584,194,72,291
28,F,195,74,Light,1615,2221,2221,167,62,250
70,F,153,57,Sedentary,1146,1375,1375,103,38,155
26,F,155,109,Very Active,1823,3464,3464,260,96,390
69,F,168,111,Moderate,1696,2629,2629,197,73,296
69,F,174,91,Moderate,1529,2370,2370,178,66,267
53,M,193,119,Moderate,2308,3577,3577,268,99,402
18,F,197,117,Moderate,2062,3196,3196,240,89,360
59,M,199,111,Sedentary,2195,2634,2634,198,73,296
58,F,150,67,Very Active,1281,2434,2434,183,68,274
57,F,170,54,Active,1227,2117,2117,159,59,238
80,F,188,91,Moderate,1525,2364,2364,177,66,266
25,M,193,107,Moderate,2306,3574,3574,268,99,402
74,M,173,105,Very Active,1905,3620,3620,272,101,407
26,M,152,52,Active,1367,2358,2358,177,66,265
45,M,195,73,Very Active,1747,3319,3319,249,92,373
41,M,197,115,Light,2342,3220,3220,242,89,362
51,M,157,88,Light,1731,2380,2380,178,66,268
55,F,180,86,Very Active,1562,2968,2968,223,82,334
75,F,150,92,Sedentary,1438,1726,1726,129,48,194
42,F,181,111,Active,1853,3196,3196,240,89,360
26,M,181,47,Active,1439,2482,2482,186,69,279
25,M,153,73,Very Active,1659,3152,3152,236,88,355
55,F,197,104,Light,1781,2449,2449,184,68,276
44,M,177,100,Active,2028,3498,3498,262,97,394
69,M,189,100,Moderate,1943,3012,3012,226,84,339
42,F,173,109,Very Active,1810,3439,3439,258,96,387
62,F,155,96,Light,1547,2127,2127,160,59,239
49,M,186,76,Moderate,1721,2668,2668,200,74,300
37,M,165,50,Active,1340,2312,2312,173,64,260
76,M,196,82,Very Active,1696,3222,3222,242,90,362
54,M,171,51,Sedentary,1286,1543,1543,116,43,174
35,F,168,76,Very Active,1519,2886,2886,216,80,325
58,M,188,64,Active,1519,2620,2620,196,73,295
34,M,197,69,Active,1765,3045,3045,228,85,343
43,M,194,57,Active,1539,2655,2655,199,74,299
42,F,191,74,Very Active,1542,2930,2930,220,81,330
23,F,159,59,Moderate,1386,2148,2148,161,60,242
34,M,151,77,Light,1652,2272,2272,170,63,256
44,M,151,70,Active,1501,2589,2589,194,72,291
32,M,184,64,Very Active,1647,3129,3129,235,87,352
55,F,190,119,Moderate,1898,2942,2942,221,82,331
25,F,188,69,Sedentary,1560,1872,1872,140,52,211
39,F,186,112,Sedentary,1891,2269,2269,170,63,255
70,M,184,110,Sedentary,2048,2458,2458,184,68,277
47,F,196,61,Sedentary,1415,1698,1698,127,47,191
71,F,161,111,Active,1665,2872,2872,215,80,323
47,M,154,84,Very Active,1686,3203,3203,240,89,360
34,F,183,48,Light,1311,1803,1803,135,50,203
51,M,163,89,Sedentary,1773,2128,2128,160,59,239
53,F,179,72,Active,1438,2481,2481,186,69,279
77,F,187,96,Light,1581,2174,2174,163,60,245
57,M,160,50,Active,1202,2073,2073,155,58,233
66,F,185,71,Active,1391,2399,2399,180,67,270
60,F,171,91,Moderate,1559,2416,2416,181,67,272
42,F,175,83,Active,1575,2717,2717,204,75,306
65,M,173,57,Sedentary,1313,1576,1576,118,44,177
23,F,197,75,Sedentary,1652,1982,1982,149,55,223
19,M,176,63,Sedentary,1669,2003,2003,150,56,225
28,F,177,51,Moderate,1346,2086,2086,156,58,235
59,F,172,76,Very Active,1428,2713,2713,203,75,305
77,M,189,117,Moderate,2126,3295,3295,247,92,371
79,F,163,58,Very Active,1147,2179,2179,163,61,245
62,F,171,88,Active,1523,2627,2627,197,73,296
77,F,158,112,Very Active,1639,3114,3114,234,86,350
51,F,162,89,Active,1552,2677,2677,201,74,301
64,M,171,45,Moderate,1149,1781,1781,134,49,200
21,M,170,81,Active,1870,3226,3226,242,90,363
62,M,162,92,Light,1746,2401,2401,180,67,270
51,F,173,90,Sedentary,1595,1914,1914,144,53,215
48,M,153,97,Moderate,1850,2868,2868,215,80,323
19,M,172,99,Active,2132,3678,3678,276,102,414
30,M,190,118,Very Active,2411,4581,4581,344,127,515
37,M,158,89,Very Active,1829,3475,3475,261,97,391
31,M,166,69,Sedentary,1633,1960,1960,147,54,220
72,F,151,113,Sedentary,1649,1979,1979,148,55,223
55,F,168,49,Active,1183,2041,2041,153,57,230
51,F,189,112,Light,1848,2541,2541,191,71,286
29,F,176,85,Very Active,1653,3141,3141,236,87,353
24,M,163,89,Sedentary,1927,2312,2312,173,64,260
53,F,166,82,Moderate,1491,2311,2311,173,64,260
76,M,189,82,Very Active,1662,3158,3158,237,88,355
69,F,154,87,Active,1430,2467,2467,185,69,278
18,M,190,102,Moderate,2264,3509,3509,263,97,395
34,F,187,58,Sedentary,1416,1699,1699,127,47,191
24,F,184,80,Very Active,1653,3141,3141,236,87,353
32,M,156,116,Active,2209,3811,3811,286,106,429
36,F,153,55,Sedentary,1274,1529,1529,115,42,172
59,M,150,100,Very Active,1813,3445,3445,258,96,388
35,F,151,48,Very Active,1208,2295,2295,172,64,258
73,M,177,79,Sedentary,1582,1898,1898,142,53,214
56,F,176,91,Moderate,1592,2468,2468,185,69,278
51,M,188,93,Moderate,1947,3018,3018,226,84,340
32,M,187,57,Light,1568,2156,2156,162,60,243
69,M,163,93,Very Active,1725,3278,3278,246,91,369
72,M,155,107,Light,1857,2553,2553,191,71,287
38,M,185,94,Light,2020,2778,2778,208,77,313
42,M,156,115,Moderate,2139,3315,3315,249,92,373
78,F,181,67,Moderate,1290,2000,2000,150,56,225
51,M,163,81,Active,1666,2874,2874,216,80,323
60,F,200,50,Active,1270,2191,2191,164,61,246
76,F,200,74,Sedentary,1422,1706,1706,128,47,192
40,M,169,68,Light,1583,2177,2177,163,60,245
63,M,165,100,Active,1862,3212,3212,241,89,361
58,F,162,104,Light,1660,2282,2282,171,63,257
26,F,157,93,Very Active,1681,3194,3194,240,89,359
37,M,198,90,Moderate,2034,3153,3153,236,88,355
33,M,175,73,Sedentary,1719,2063,2063,155,57,232
49,F,192,69,Light,1468,2018,2018,151,56,227
29,M,168,95,Very Active,2003,3806,3806,285,106,428
46,F,172,55,Sedentary,1290,1548,1548,116,43,174
41,F,181,52,Active,1312,2263,2263,170,63,255
61,F,194,116,Moderate,1857,2878,2878,216,80,324
23,F,157,69,Active,1472,2539,2539,190,71,286
19,M,178,77,Sedentary,1866,2239,2239,168,62,252
20,F,176,61,Moderate,1470,2278,2278,171,63,256
72,M,183,102,Light,1924,2646,2646,198,74,298
74,F,200,48,Sedentary,1191,1429,1429,107,40,161
33,F,156,74,Light,1472,2024,2024,152,56,228
28,F,194,116,Active,2000,3450,3450,259,96,388
50,F,194,62,Light,1405,1932,1932,145,54,217
42,F,168,113,Very Active,1831,3479,3479,261,97,391
47,M,189,65,Light,1599,2199,2199,165,61,247
72,M,185,76,Moderate,1586,2458,2458,184,68,277
21,M,190,48,Very Active,1524,2896,2896,217,80,326
50,M,164,108,Active,2038,3516,3516,264,98,396
45,F,153,99,Active,1642,2832,2832,212,79,319
52,M,181,83,Moderate,1774,2750,2750,206,76,309
34,M,164,64,Light,1540,2118,2118,159,59,238
36,F,164,117,Light,1882,2588,2588,194,72,291
61,F,157,86,Very Active,1465,2784,2784,209,77,313
46,F,151,110,Moderate,1733,2686,2686,201,75,302
58,F,152,70,Sedentary,1315,1578,1578,118,44,178
40,F,159,91,Sedentary,1608,1930,1930,145,54,217
21,M,173,119,Light,2394,3292,3292,247,91,370
64,M,168,78,Very Active,1576,2994,2994,225,83,337
74,F,182,71,Moderate,1348,2089,2089,157,58,235
38,M,164,60,Active,1463,2524,2524,189,70,284
43,M,189,104,Light,2145,2949,2949,221,82,332
34,F,166,90,Active,1647,2841,2841,213,79,320
76,F,195,71,Active,1379,2379,2379,178,66,268
27,M,174,52,Very Active,1467,2787,2787,209,77,314
59,M,172,102,Moderate,1945,3015,3015,226,84,339
28,M,157,91,Moderate,1902,2948,2948,221,82,332
62,F,177,56,Light,1245,1712,1712,128,48,193
45,M,184,47,Light,1346,1851,1851,139,51,208
54,F,176,72,Very Active,1425,2708,2708,203,75,305
75,M,185,58,Active,1327,2289,2289,172,64,258
22,F,169,102,Very Active,1819,3456,3456,259,96,389
37,M,200,99,Light,2164,2976,2976,223,83,335
26,F,168,63,Moderate,1438,2229,2229,167,62,251
62,M,152,111,Sedentary,1953,2344,2344,176,65,264
55,F,156,86,Sedentary,1488,1786,1786,134,50,201
61,F,193,50,Light,1244,1710,1710,128,48,192
56,F,161,48,Light,1148,1578,1578,118,44,178
34,M,174,75,Sedentary,1735,2082,2082,156,58,234
71,F,177,52,Active,1169,2017,2017,151,56,227
69,F,187,117,Sedentary,1810,2172,2172,163,60,244
32,F,156,66,Very Active,1403,2666,2666,200,74,300
31,F,184,47,Sedentary,1318,1582,1582,119,44,178
69,F,175,96,Light,1579,2171,2171,163,60,244
68,M,165,48,Light,1137,1563,1563,117,43,176
58,F,162,94,Very Active,1568,2979,2979,223,83,335
64,M,193,114,Active,2178,3757,3757,282,104,423
20,M,199,88,Very Active,2109,4007,4007,301,111,451
39,M,193,54,Moderate,1517,2351,2351,176,65,264
53,F,192,53,Moderate,1303,2020,2020,152,56,227
66,M,179,78,Active,1618,2791,2791,209,78,314
78,F,162,102,Sedentary,1555,1866,1866,140,52,210
59,M,187,57,Moderate,1414,2192,2192,164,61,247
48,M,159,54,Sedentary,1302,1562,1562,117,43,176
35,F,157,78,Moderate,1504,2331,2331,175,65,262
51,F,157,108,Sedentary,1712,2054,2054,154,57,231
21,F,175,58,Light,1435,1973,1973,148,55,222
35,F,180,64,Light,1445,1987,1987,149,55,224
56,F,184,86,Light,1570,2159,2159,162,60,243
26,F,164,89,Moderate,1666,2582,2582,194,72,290
23,F,156,113,Active,1876,3236,3236,243,90,364
72,M,177,55,Active,1266,2184,2184,164,61,246
52,F,189,116,Active,1881,3245,3245,243,90,365
47,M,198,78,Very Active,1817,3452,3452,259,96,388
58,M,185,97,Moderate,1946,3016,3016,226,84,339
35,F,168,57,Active,1344,2318,2318,174,64,261
40,M,187,51,Active,1442,2487,2487,187,69,280
51,M,197,101,Active,2097,3617,3617,271,100,407
53,F,162,84,Sedentary,1497,1796,1796,135,50,202
55,M,160,101,Moderate,1897,2940,2940,220,82,331
27,M,190,86,Active,1999,3448,3448,259,96,388
48,F,169,116,Moderate,1836,2846,2846,213,79,320
18,F,170,89,Sedentary,1719,2063,2063,155,57,232
30,M,170,77,Sedentary,1765,2118,2118,159,59,238
47,F,157,47,Sedentary,1165,1398,1398,105,39,157
42,M,165,61,Very Active,1459,2772,2772,208,77,312
43,M,169,111,Light,2142,2945,2945,221,82,331
47,F,161,95,Moderate,1621,2513,2513,188,70,283
65,F,167,112,Sedentary,1719,2063,2063,155,57,232
48,F,163,103,Active,1697,2927,2927,220,81,329
47,M,180,87,Very Active,1851,3517,3517,264,98,396
59,F,197,97,Light,1699,2336,2336,175,65,263
53,F,160,91,Sedentary,1555,1866,1866,140,52,210
24,F,195,108,Sedentary,1946,2335,2335,175,65,263
28,M,198,75,Light,1884,2590,2590,194,72,291
77,F,191,105,Light,1677,2306,2306,173,64,259
67,M,193,54,Sedentary,1358,1630,1630,122,45,183
69,M,188,90,Moderate,1805,2798,2798,210,78,315
44,F,160,58,Moderate,1289,1998,1998,150,56,225
36,F,182,46,Moderate,1281,1986,1986,149,55,223
72,F,172,46,Sedentary,1094,1313,1313,98,36,148
73,M,177,93,Active,1769,3052,3052,229,85,343
79,F,173,81,Sedentary,1390,1668,1668,125,46,188
36,M,171,120,Active,2312,3988,3988,299,111,449
80,F,171,92,Very Active,1482,2816,2816,211,78,317
60,F,185,66,Active,1371,2365,2365,177,66,266
44,F,159,69,Moderate,1388,2151,2151,161,60,242
61,F,166,87,Active,1502,2591,2591,194,72,291
19,M,171,104,Very Active,2194,4169,4169,313,116,469
69,M,155,50,Active,1110,1915,1915,144,53,215
75,F,186,84,Very Active,1476,2804,2804,210,78,315
19,F,163,114,Active,1924,3319,3319,249,92,373
63,M,187,87,Very Active,1794,3409,3409,256,95,384
23,F,164,45,Light,1272,1749,1749,131,49,197
51,M,176,64,Active,1501,2589,2589,194,72,291
64,F,159,62,Very Active,1236,2348,2348,176,65,264
42,F,200,59,Moderate,1431,2218,2218,166,62,250
72,M,180,99,Sedentary,1870,2244,2244,168,62,252
78,M,162,116,Moderate,1977,3064,3064,230,85,345
43,M,170,82,Light,1759,2419,2419,181,67,272
43,M,198,104,Light,2188,3008,3008,226,84,338
72,M,189,80,Active,1658,2860,2860,214,79,322
75,F,163,101,Light,1562,2148,2148,161,60,242
19,F,161,71,Active,1521,2624,2624,197,73,295
36,M,198,120,Sedentary,2442,2930,2930,220,81,330
18,F,179,47,Sedentary,1359,1631,1631,122,45,183
22,M,174,47,Very Active,1428,2713,2713,203,75,305
79,F,152,61,Light,1140,1568,1568,118,44,176
24,F,178,69,Sedentary,1533,1840,1840,138,51,207
36,F,197,90,Sedentary,1734,2081,2081,156,58,234
73,F,165,104,Very Active,1604,3048,3048,229,85,343
34,F,151,51,Moderate,1240,1922,1922,144,53,216
78,F,171,73,Sedentary,1315,1578,1578,118,44,178
45,M,170,83,Moderate,1761,2730,2730,205,76,307
39,M,197,83,Very Active,1924,3656,3656,274,102,411
34,M,175,86,Light,1887,2595,2595,195,72,292
19,F,154,92,Sedentary,1693,2032,2032,152,56,229
56,M,167,106,Moderate,1992,3088,3088,232,86,347
74,F,176,72,Active,1338,2308,2308,173,64,260
36,F,157,88,Very Active,1592,3025,3025,227,84,340
59,M,152,49,Sedentary,1139,1367,1367,103,38,154
43,F,178,47,Light,1247,1715,1715,129,48,193
21,M,155,51,Moderate,1396,2164,2164,162,60,243
62,M,176,56,Moderate,1331,2063,2063,155,57,232
40,M,189,58,Light,1545,2124,2124,159,59,239
31,M,170,117,Active,2296,3961,3961,297,110,446
71,M,158,80,Light,1515,2083,2083,156,58,234
55,M,156,89,Active,1717,2962,2962,222,82,333
